hyperparameters,iteration,runtime,score
"{'n_estimators': 4290, 'learning_rate': 0.0026060005983004186, 'num_leaves': 41, 'reg_alpha': 0.18367346938775508, 'reg_lambda': 0.32653061224489793, 'colsample_bytree': 1.0, 'subsample': 0.7696969696969697, 'is_unbalance': True, 'boosting_type': 'gbdt', 'max_depth': 9, 'min_split_gain': 0.14285714285714285}",52,1016.3085223340022,0.7744818119115973
"{'n_estimators': 56, 'learning_rate': 0.00010082592335697162, 'num_leaves': 57, 'reg_alpha': 0.01020408163265306, 'reg_lambda': 0.02040816326530612, 'colsample_bytree': 0.7333333333333333, 'subsample': 1.0, 'is_unbalance': True, 'boosting_type': 'goss', 'max_depth': 11, 'min_split_gain': 0.4081632653061224}",53,46.914236903998244,0.7324853679890513
"{'n_estimators': 56, 'learning_rate': 9.80792833624332e-05, 'num_leaves': 118, 'reg_alpha': 0.31632653061224486, 'reg_lambda': 0.25510204081632654, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.6727272727272727, 'is_unbalance': True, 'boosting_type': 'gbdt', 'max_depth': 11, 'min_split_gain': 0.14285714285714285}",54,72.03584358599983,0.7365398349718919
"{'n_estimators': 1153, 'learning_rate': 0.0072909720062913665, 'num_leaves': 138, 'reg_alpha': 0.030612244897959183, 'reg_lambda': 0.3571428571428571, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.6606060606060606, 'is_unbalance': False, 'boosting_type': 'gbdt', 'max_depth': 12, 'min_split_gain': 0.42857142857142855}",55,245.50237215599918,0.776732207914228
"{'n_estimators': 11327, 'learning_rate': 0.0012885579318248782, 'num_leaves': 101, 'reg_alpha': 0.4897959183673469, 'reg_lambda': 0.2857142857142857, 'colsample_bytree': 1.0, 'subsample': 0.9717171717171718, 'is_unbalance': False, 'boosting_type': 'dart', 'max_depth': 12, 'min_split_gain': 0.1020408163265306}",56,9761.897525834003,0.767590542426931
"{'n_estimators': 3979, 'learning_rate': 0.010957476805721206, 'num_leaves': 141, 'reg_alpha': 0.2857142857142857, 'reg_lambda': 0.16326530612244897, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.9272727272727272, 'is_unbalance': False, 'boosting_type': 'dart', 'max_depth': 12, 'min_split_gain': 0.4081632653061224}",57,2719.0560956940026,0.7778143767699934
"{'n_estimators': 52, 'learning_rate': 0.00017277194654983464, 'num_leaves': 132, 'reg_alpha': 0.04081632653061224, 'reg_lambda': 0.4591836734693877, 'colsample_bytree': 0.7777777777777778, 'subsample': 1.0, 'is_unbalance': False, 'boosting_type': 'goss', 'max_depth': 10, 'min_split_gain': 0.3469387755102041}",58,69.0988673009997,0.7349825111527184
"{'n_estimators': 75, 'learning_rate': 6.57129381349735e-05, 'num_leaves': 58, 'reg_alpha': 0.14285714285714285, 'reg_lambda': 0.24489795918367346, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.9636363636363636, 'is_unbalance': True, 'boosting_type': 'gbdt', 'max_depth': 11, 'min_split_gain': 0.26530612244897955}",59,52.4753406259988,0.7353097657965577
"{'n_estimators': 75, 'learning_rate': 0.0011458440700634655, 'num_leaves': 139, 'reg_alpha': 0.26530612244897955, 'reg_lambda': 0.030612244897959183, 'colsample_bytree': 0.7333333333333333, 'subsample': 0.814141414141414, 'is_unbalance': False, 'boosting_type': 'dart', 'max_depth': 5, 'min_split_gain': 0.4897959183673469}",60,38.32270014700043,0.7271986255036248
"{'n_estimators': 2745, 'learning_rate': 0.0003641968412755034, 'num_leaves': 142, 'reg_alpha': 0.0, 'reg_lambda': 0.22448979591836732, 'colsample_bytree': 0.7777777777777778, 'subsample': 1.0, 'is_unbalance': False, 'boosting_type': 'goss', 'max_depth': 13, 'min_split_gain': 0.47959183673469385}",61,1133.5870007850026,0.7489656628737746
"{'n_estimators': 12714, 'learning_rate': 0.0011779326115214097, 'num_leaves': 76, 'reg_alpha': 0.31632653061224486, 'reg_lambda': 0.14285714285714285, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.8222222222222222, 'is_unbalance': False, 'boosting_type': 'gbdt', 'max_depth': 11, 'min_split_gain': 0.21428571428571427}",62,2541.713543210004,0.7785704774075025
"{'n_estimators': 331, 'learning_rate': 0.0030126443292007874, 'num_leaves': 123, 'reg_alpha': 0.4693877551020408, 'reg_lambda': 0.1020408163265306, 'colsample_bytree': 0.9111111111111111, 'subsample': 1.0, 'is_unbalance': True, 'boosting_type': 'goss', 'max_depth': 14, 'min_split_gain': 0.36734693877551017}",63,184.51715572399553,0.7448581033827717
"{'n_estimators': 75, 'learning_rate': 2.990856326902921e-05, 'num_leaves': 41, 'reg_alpha': 0.4183673469387755, 'reg_lambda': 0.2755102040816326, 'colsample_bytree': 0.6888888888888889, 'subsample': 0.8383838383838383, 'is_unbalance': True, 'boosting_type': 'gbdt', 'max_depth': 9, 'min_split_gain': 0.24489795918367346}",64,44.76107512100134,0.7328976505030692
"{'n_estimators': 63, 'learning_rate': 0.00011029497104031195, 'num_leaves': 136, 'reg_alpha': 0.2040816326530612, 'reg_lambda': 0.21428571428571427, 'colsample_bytree': 0.8666666666666667, 'subsample': 1.0, 'is_unbalance': False, 'boosting_type': 'goss', 'max_depth': 6, 'min_split_gain': 0.3061224489795918}",65,44.933846143001574,0.72680982054962
"{'n_estimators': 1361, 'learning_rate': 0.004952865044569163, 'num_leaves': 33, 'reg_alpha': 0.22448979591836732, 'reg_lambda': 0.14285714285714285, 'colsample_bytree': 0.6444444444444444, 'subsample': 1.0, 'is_unbalance': True, 'boosting_type': 'gbdt', 'max_depth': 8, 'min_split_gain': 0.12244897959183673}",66,241.52545167099743,0.7697847348277944
"{'n_estimators': 66, 'learning_rate': 2.8497347226981778e-05, 'num_leaves': 59, 'reg_alpha': 0.1530612244897959, 'reg_lambda': 0.08163265306122448, 'colsample_bytree': 0.9111111111111111, 'subsample': 0.9434343434343434, 'is_unbalance': True, 'boosting_type': 'dart', 'max_depth': 8, 'min_split_gain': 0.29591836734693877}",67,68.63030378999974,0.7243405514363911
"{'n_estimators': 14617, 'learning_rate': 0.00015152955129249057, 'num_leaves': 114, 'reg_alpha': 0.1020408163265306, 'reg_lambda': 0.3877551020408163, 'colsample_bytree': 1.0, 'subsample': 0.9838383838383837, 'is_unbalance': True, 'boosting_type': 'gbdt', 'max_depth': 9, 'min_split_gain': 0.061224489795918366}",68,6891.123659828998,0.7562333147483746
"{'n_estimators': 71, 'learning_rate': 2.9702760958135047e-05, 'num_leaves': 99, 'reg_alpha': 0.36734693877551017, 'reg_lambda': 0.4387755102040816, 'colsample_bytree': 0.8666666666666667, 'subsample': 0.802020202020202, 'is_unbalance': True, 'boosting_type': 'gbdt', 'max_depth': 14, 'min_split_gain': 0.44897959183673464}",69,70.63268148800125,0.7300278810285441
"{'n_estimators': 75, 'learning_rate': 0.0020893688660391678, 'num_leaves': 82, 'reg_alpha': 0.061224489795918366, 'reg_lambda': 0.44897959183673464, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.9515151515151514, 'is_unbalance': True, 'boosting_type': 'dart', 'max_depth': 5, 'min_split_gain': 0.22448979591836732}",70,40.37495207599568,0.7264800048732964
"{'n_estimators': 1957, 'learning_rate': 0.0005108271764011371, 'num_leaves': 114, 'reg_alpha': 0.04081632653061224, 'reg_lambda': 0.32653061224489793, 'colsample_bytree': 0.8222222222222222, 'subsample': 1.0, 'is_unbalance': False, 'boosting_type': 'goss', 'max_depth': 6, 'min_split_gain': 0.2755102040816326}",71,504.5586952820013,0.7417165172557223
"{'n_estimators': 71, 'learning_rate': 0.0003194186616673986, 'num_leaves': 137, 'reg_alpha': 0.4591836734693877, 'reg_lambda': 0.09183673469387754, 'colsample_bytree': 0.8666666666666667, 'subsample': 0.6888888888888889, 'is_unbalance': False, 'boosting_type': 'dart', 'max_depth': 13, 'min_split_gain': 0.5}",72,90.78677797599812,0.7324233011618146
"{'n_estimators': 10414, 'learning_rate': 0.000664088213354108, 'num_leaves': 131, 'reg_alpha': 0.4693877551020408, 'reg_lambda': 0.37755102040816324, 'colsample_bytree': 0.7777777777777778, 'subsample': 0.7656565656565657, 'is_unbalance': True, 'boosting_type': 'gbdt', 'max_depth': 9, 'min_split_gain': 0.2857142857142857}",73,2771.7886921819954,0.7755812920818583
"{'n_estimators': 200, 'learning_rate': 0.00498718209250811, 'num_leaves': 138, 'reg_alpha': 0.36734693877551017, 'reg_lambda': 0.39795918367346933, 'colsample_bytree': 0.8666666666666667, 'subsample': 1.0, 'is_unbalance': True, 'boosting_type': 'goss', 'max_depth': 10, 'min_split_gain': 0.11224489795918366}",74,137.5945456180052,0.7462705889691134
